"","gene","genus","bcv.prob","stab.prob","refitted.coef","GeneName","moduleColor"
"452","ENSMUSG00000039989","f.Lachnospiraceae",0.73,0.89,0.0931066083652216,"chromobox 4","turquoise"
"453","ENSMUSG00000040017","Dorea",0.72,0.77,-0.0884634999978772,"serum amyloid A 4","blue"
"454","ENSMUSG00000040412","Anaerotruncus",0.86,0.96,0.0984641898224603,"RIKEN cDNA 5330417C22 gene","pink"
"455","ENSMUSG00000040498","f.Rikenellaceae",0.77,0.77,0.0655070212216837,"immunoglobulin superfamily, member 23","yellow"
"456","ENSMUSG00000040498","Anaerotruncus",0.92,0.94,-0.118337181352285,"immunoglobulin superfamily, member 23","yellow"
"457","ENSMUSG00000040537","Alistipes",0.77,0.96,-0.195174406387226,"a disintegrin and metallopeptidase domain 22","turquoise"
"458","ENSMUSG00000040563","Alistipes",0.78,0.89,0.0873270393495971,"phospholipid phosphatase related 2","turquoise"
"459","ENSMUSG00000040563","[Eubacterium]",0.71,0.88,-0.0544224106147477,"phospholipid phosphatase related 2","turquoise"
"460","ENSMUSG00000040570","Anaerotruncus",0.81,0.93,-0.0761636317623344,"RUN domain containing 3B","blue"
"461","ENSMUSG00000040584","Dorea",0.74,0.86,0.0787006962322614,"ATP-binding cassette, sub-family B (MDR/TAP), member 1A","brown"
"462","ENSMUSG00000040592","Butyricimonas",0.87,0.87,-0.125430510058846,"CD79B antigen","brown"
"463","ENSMUSG00000040592","Dorea",0.75,0.73,0.107219999702809,"CD79B antigen","brown"
"464","ENSMUSG00000040660","f.Christensenellaceae",0.7,0.89,0.0994204540712336,"cytochrome P450, family 2, subfamily b, polypeptide 9","brown"
"465","ENSMUSG00000040690","[Ruminococcus]",0.7,0.69,-0.0502499354982715,"collagen, type XVI, alpha 1","turquoise"
"466","ENSMUSG00000040740","Anaerotruncus",0.82,0.98,0.0623773695807844,"solute carrier family 25, member 34","turquoise"
"467","ENSMUSG00000040891","[Eubacterium]",0.71,0.94,-0.0801712821650845,"forkhead box A3","tan"
"468","ENSMUSG00000040938","Alistipes",0.72,0.89,0.122003574721161,"solute carrier family 16 (monocarboxylic acid transporters), member 11","turquoise"
"469","ENSMUSG00000040985","Butyricimonas",0.72,0.79,-0.0935812192601583,"Sad1 and UNC84 domain containing 3","blue"
"470","ENSMUSG00000040990","Butyricimonas",0.78,0.9,-0.126821887322022,"SH3-domain kinase binding protein 1","green"
"471","ENSMUSG00000040990","rc4-4",0.7,0.73,0.0458502497991945,"SH3-domain kinase binding protein 1","green"
"472","ENSMUSG00000041112","Anaerotruncus",0.78,0.9,0.0861051485812445,"engulfment and cell motility 1","green"
"473","ENSMUSG00000041199","[Ruminococcus]",0.7,0.76,-0.0347968678611547,"RNA pseudouridylate synthase domain containing 1","turquoise"
"474","ENSMUSG00000041263","Anaerotruncus",0.77,0.94,-0.0619027047257726,"RUN and SH3 domain containing 1","red"
"475","ENSMUSG00000041343","Anaerotruncus",0.74,0.87,0.0599509911081309,"ankyrin repeat domain 42","yellow"
"476","ENSMUSG00000041351","[Eubacterium]",0.73,0.86,-0.105339728829031,"Rap1 GTPase-activating protein","turquoise"
"477","ENSMUSG00000041372","Butyricimonas",0.74,0.9,0.105610943687026,"beta-1,4-N-acetyl-galactosaminyl transferase 3","red"
"478","ENSMUSG00000041406","Anaerotruncus",0.94,0.96,0.151649337134216,"cDNA sequence BC055324","blue"
"479","ENSMUSG00000041468","Anaerotruncus",0.75,0.91,0.0670692218422837,"G-protein coupled receptor 12","yellow"
"480","ENSMUSG00000041540","Anaerotruncus",0.8,0.97,0.111325740076676,"SRY (sex determining region Y)-box 5","greenyellow"
"481","ENSMUSG00000041774","f.Ruminococcaceae",0.76,0.91,0.307239067161398,"YdjC homolog (bacterial)","red"
"482","ENSMUSG00000041774","Anaerotruncus",0.72,0.9,0.0786814794601604,"YdjC homolog (bacterial)","red"
"483","ENSMUSG00000041798","f.Rikenellaceae",0.88,0.95,0.0776734204596414,"glucokinase","blue"
"484","ENSMUSG00000041798","Anaerotruncus",0.79,0.91,-0.0752937904936758,"glucokinase","blue"
"485","ENSMUSG00000041836","Anaerotruncus",0.82,0.98,0.132547242284914,"protein tyrosine phosphatase, receptor type, E","cyan"
"486","ENSMUSG00000042010","Anaerotruncus",0.73,0.92,-0.0731060935732055,"acetyl-Coenzyme A carboxylase beta","brown"
"487","ENSMUSG00000042041","Anaerotruncus",0.76,0.98,-0.0885238928474701,"RIKEN cDNA 2010003K11 gene","turquoise"
"488","ENSMUSG00000042216","Anaerotruncus",0.91,0.97,-0.110364429802345,"small G protein signaling modulator 1","turquoise"
"489","ENSMUSG00000042293","Alistipes",0.73,0.94,0.123901843668705,"predicted gene 5617","turquoise"
"490","ENSMUSG00000042303","f.Rikenellaceae",0.7,0.81,0.0543357881179074,"small G protein signaling modulator 3","turquoise"
"491","ENSMUSG00000042515","Anaerotruncus",0.91,0.94,-0.0921222820991033,"PWWP domain containing 3B","yellow"
"492","ENSMUSG00000042616","Anaerotruncus",0.85,0.94,-0.124998322834059,"organic solute carrier partner 1","brown"
"493","ENSMUSG00000042622","f.Rikenellaceae",0.73,0.83,0.078166480186725,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian)","blue"
"494","ENSMUSG00000042622","Anaerofustis",0.88,0.91,0.159992026225687,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian)","blue"
"495","ENSMUSG00000042632","[Eubacterium]",0.93,0.88,-0.101415013513429,"phospholipase A2, group VI","turquoise"
"496","ENSMUSG00000042751","Anaerotruncus",0.79,0.96,0.115657454172818,"nicotinamide nucleotide adenylyltransferase 2","tan"
"497","ENSMUSG00000042821","Butyricimonas",0.86,0.87,0.106818462907199,"snail family zinc finger 1","turquoise"
"498","ENSMUSG00000042821","f.Rikenellaceae",0.75,0.83,0.0613242148603802,"snail family zinc finger 1","turquoise"
"499","ENSMUSG00000042821","Anaerotruncus",0.94,0.99,-0.127453695965463,"snail family zinc finger 1","turquoise"
"500","ENSMUSG00000042988","[Eubacterium]",0.72,0.9,-0.0795379704529039,"notum palmitoleoyl-protein carboxylesterase","turquoise"
"501","ENSMUSG00000043091","Anaerotruncus",0.81,0.93,-0.0986915460375367,"tubulin, alpha 1C","yellow"
"502","ENSMUSG00000043192","Anaerotruncus",0.83,0.88,-0.062532188515169,NA,"turquoise"
"503","ENSMUSG00000043282","[Ruminococcus]",0.8,0.82,0.0870279447455617,"transmembrane epididymal protein 1B","turquoise"
"504","ENSMUSG00000043681","Parabacteroides",0.92,0.91,0.196174113081064,"family with sequence similarity 25, member C","magenta"
"505","ENSMUSG00000043681","Dorea",0.84,0.83,-0.0972748857241186,"family with sequence similarity 25, member C","magenta"
"506","ENSMUSG00000043773","f.Lachnospiraceae",0.74,0.94,0.208143667240243,"RIKEN cDNA 1700048O20 gene","turquoise"
"507","ENSMUSG00000043931","rc4-4",0.74,0.63,0.0475301660714375,"GTPase, IMAP family member 7","green"
"508","ENSMUSG00000044042","Anaerofustis",0.82,0.95,0.149370157882647,"formin 1","brown"
"509","ENSMUSG00000044042","f.Christensenellaceae",0.72,0.91,-0.112680828377653,"formin 1","brown"
"510","ENSMUSG00000044134","Alistipes",0.72,0.9,0.103237560990178,"PH domain containing endocytic trafficking adaptor 1","turquoise"
"511","ENSMUSG00000044317","Anaerotruncus",0.73,0.94,-0.0591856404460264,"G protein-coupled receptor 4","turquoise"
"512","ENSMUSG00000044352","Dorea",0.73,0.76,-0.082415918580323,"sosondowah ankyrin repeat domain family member A","turquoise"
"513","ENSMUSG00000044461","Alistipes",0.73,0.85,-0.208805422756123,"shisa family member 2","blue"
"514","ENSMUSG00000044522","f.Rikenellaceae",0.71,0.86,-0.0837962116687241,"RIKEN cDNA A730020M07 gene","yellow"
"515","ENSMUSG00000044566","Anaerotruncus",0.76,0.94,0.0998864873427965,"cancer antigen 1","yellow"
"516","ENSMUSG00000044820","Anaerotruncus",0.91,0.97,0.135561111025429,"cDNA sequence AY074887","yellow"
"517","ENSMUSG00000044894","Alistipes",0.71,0.91,0.126872592642314,"ubiquinol-cytochrome c reductase, complex III subunit VII","turquoise"
"518","ENSMUSG00000044968","f.Rikenellaceae",0.77,0.92,0.116633815341593,"N-acyl phosphatidylethanolamine phospholipase D","tan"
"519","ENSMUSG00000045288","f.Christensenellaceae",0.83,0.95,-0.241101196011744,"USH1 protein network component sans","purple"
"520","ENSMUSG00000045327","Anaerotruncus",0.87,0.94,0.103047606867409,"RIKEN cDNA 6330549D23 gene","blue"
"521","ENSMUSG00000045345","Anaerotruncus",0.8,0.94,0.10363532024764,NA,"yellow"
"522","ENSMUSG00000045350","Anaerotruncus",0.71,0.91,0.110090354842383,"family with sequence similarity 186, member A","black"
"523","ENSMUSG00000045362","Anaerotruncus",0.93,0.97,-0.156109324881065,"tumor necrosis factor receptor superfamily, member 26","green"
"524","ENSMUSG00000045404","Anaerofustis",0.7,0.87,-0.157008093717196,"potassium channel, subfamily K, member 13","yellow"
"525","ENSMUSG00000045777","f.Christensenellaceae",0.75,0.94,0.127653094632709,"interferon induced transmembrane protein 10","red"
"526","ENSMUSG00000046160","f.Christensenellaceae",0.76,0.95,0.143878354282564,"oligodendrocyte transcription factor 1","cyan"
"527","ENSMUSG00000046213","Dorea",0.91,0.92,-0.153366359614409,"chymosin","red"
"528","ENSMUSG00000046338","[Ruminococcus]",0.83,0.84,-0.0577025830192251,"glycerol-3-phosphate acyltransferase 2, mitochondrial","turquoise"
"529","ENSMUSG00000046408","f.Rikenellaceae",0.71,0.81,-0.0880471268089075,"RIKEN cDNA 1700067K01 gene","pink"
"530","ENSMUSG00000046417","f.Christensenellaceae",0.7,0.93,-0.131075986148708,"leucine rich repeat containing 75A","blue"
"531","ENSMUSG00000046794","Anaerotruncus",0.83,0.96,-0.0827070163197239,"protein phosphatase 1, regulatory subunit 3B","red"
"532","ENSMUSG00000046805","[Eubacterium]",0.74,0.87,0.0676163471653159,"macrophage expressed gene 1","blue"
"533","ENSMUSG00000047632","Dorea",0.7,0.83,0.124686850885872,"fibroblast growth factor binding protein 3","yellow"
"534","ENSMUSG00000047880","Dorea",0.78,0.69,0.0770019871797271,"chemokine (C-X-C motif) receptor 5","brown"
"535","ENSMUSG00000047996","Anaerotruncus",0.73,0.83,-0.0684889037708977,"proline rich Gla (G-carboxyglutamic acid) 1","blue"
"536","ENSMUSG00000048424","Butyricimonas",0.7,0.87,-0.0987331348835769,"RAN binding protein 3-like","blue"
"537","ENSMUSG00000048424","Anaerotruncus",0.74,0.98,0.109219800385073,"RAN binding protein 3-like","blue"
"538","ENSMUSG00000048482","Alistipes",0.72,0.93,-0.176210325706385,"brain derived neurotrophic factor","blue"
"539","ENSMUSG00000048546","Anaerotruncus",0.7,0.91,-0.0880725675477255,"transducer of ERBB2, 2","turquoise"
"540","ENSMUSG00000048782","f.Rikenellaceae",0.78,0.75,0.0439866287347439,"INSC spindle orientation adaptor protein","magenta"
"541","ENSMUSG00000048794","Anaerotruncus",0.71,0.88,0.0508230189360405,"cilia and flagella associated protein 100","magenta"
"542","ENSMUSG00000049038","rc4-4",0.7,0.61,-0.0393596407129195,"mitochondrial transcription termination factor 2","yellow"
"543","ENSMUSG00000049353","f.Rikenellaceae",0.82,0.83,0.113350863239019,"retinal degeneration 3","blue"
"544","ENSMUSG00000049515","Anaerotruncus",0.7,0.93,0.0900889518974267,"espin-like","turquoise"
"545","ENSMUSG00000049588","Anaerotruncus",0.7,0.9,-0.0539094257105569,"coiled-coil domain containing 69","brown"
"546","ENSMUSG00000049630","[Eubacterium]",0.79,0.93,0.075138822040047,"C1q-like 3","turquoise"
"547","ENSMUSG00000049932","Anaerotruncus",0.73,0.89,-0.0781810853090936,"H2A histone family, member X","tan"
"548","ENSMUSG00000050014","Parabacteroides",0.74,0.71,0.131409897401798,"apolipoprotein L 10B","blue"
"549","ENSMUSG00000050014","Anaerofustis",0.73,0.92,-0.120880360974864,"apolipoprotein L 10B","blue"
"550","ENSMUSG00000050014","Ruminococcus",0.78,0.83,-0.213087915285273,"apolipoprotein L 10B","blue"
"551","ENSMUSG00000050132","Butyricimonas",0.74,0.93,0.134948361395958,"sterile alpha and HEAT/Armadillo motif containing 1","greenyellow"
"552","ENSMUSG00000050212","Butyricimonas",0.7,0.85,-0.140424291104829,"eva-1 homolog B (C. elegans)","turquoise"
"553","ENSMUSG00000050440","Anaerotruncus",0.9,0.93,-0.123386120304506,"hepcidin antimicrobial peptide","brown"
"554","ENSMUSG00000050440","[Ruminococcus]",0.76,0.76,0.0475393634661738,"hepcidin antimicrobial peptide","brown"
"555","ENSMUSG00000050628","Butyricimonas",0.7,0.88,-0.0549319347923269,"UBA-like domain containing 2","turquoise"
"556","ENSMUSG00000050675","Parabacteroides",0.71,0.74,-0.145039371473251,"glycoprotein 1b, alpha polypeptide","yellow"
"557","ENSMUSG00000050708","f.Christensenellaceae",0.73,0.94,0.107311176994032,"ferritin light polypeptide 1","turquoise"
"558","ENSMUSG00000050737","Anaerotruncus",0.89,0.99,-0.117584524297726,"prostaglandin E synthase","yellow"
"559","ENSMUSG00000050921","Dorea",0.89,0.84,0.0935081917418619,"purinergic receptor P2Y, G-protein coupled 10","turquoise"
"560","ENSMUSG00000051076","Alistipes",0.7,0.81,-0.0949617173509921,"V-set domain containing T cell activation inhibitor 1","blue"
"561","ENSMUSG00000051076","f.Rikenellaceae",0.73,0.9,0.0959789269461793,"V-set domain containing T cell activation inhibitor 1","blue"
"562","ENSMUSG00000051076","Ruminococcus",0.73,0.85,0.171771742424108,"V-set domain containing T cell activation inhibitor 1","blue"
"563","ENSMUSG00000051225","Butyricimonas",0.7,0.84,0.101377533829603,"family with sequence similarity 83, member A","blue"
"564","ENSMUSG00000051225","Ruminococcus",0.74,0.86,-0.140971344324065,"family with sequence similarity 83, member A","blue"
"565","ENSMUSG00000051225","Dorea",0.7,0.79,-0.073141860084075,"family with sequence similarity 83, member A","blue"
"566","ENSMUSG00000051278","f.Rikenellaceae",0.88,0.95,-0.125806712869961,"zinc finger, GRF-type containing 1","turquoise"
"567","ENSMUSG00000051278","Anaerotruncus",0.76,0.85,0.0568177519607277,"zinc finger, GRF-type containing 1","turquoise"
"568","ENSMUSG00000051319","Alistipes",0.71,0.9,0.0963408986676202,"mitoregulin","turquoise"
"569","ENSMUSG00000051390","Alistipes",0.76,0.9,0.109842345422875,"zinc finger and BTB domain containing 22","turquoise"
"570","ENSMUSG00000051396","Anaerotruncus",0.88,0.93,-0.0968425386968535,"heat shock protein 14","yellow"
"571","ENSMUSG00000051403","Alistipes",0.76,0.9,0.138387676352736,"protein phosphatase 1, regulatory subunit 37","turquoise"
"572","ENSMUSG00000051650","Butyricimonas",0.72,0.91,-0.100718691311203,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2","turquoise"
"573","ENSMUSG00000051735","Butyricimonas",0.73,0.88,-0.0978551570385139,"Ras and Rab interactor-like","green"
"574","ENSMUSG00000052102","Anaerotruncus",0.8,0.97,0.114099679065294,"glucosamine-6-phosphate deaminase 1","yellow"
"575","ENSMUSG00000052142","Butyricimonas",0.8,0.94,-0.141135901012176,"RAS protein activator like 3","salmon"
"576","ENSMUSG00000052142","rc4-4",0.92,0.85,0.0778505631517784,"RAS protein activator like 3","salmon"
"577","ENSMUSG00000052271","Anaerotruncus",0.8,0.95,-0.0964489624237185,"basic helix-loop-helix family, member a15","yellow"
"578","ENSMUSG00000052396","[Ruminococcus]",0.71,0.81,0.040042176348999,"monoacylglycerol O-acyltransferase 2","brown"
"579","ENSMUSG00000052435","f.Christensenellaceae",0.8,0.92,0.154144974652377,"CCAAT/enhancer binding protein (C/EBP), epsilon","turquoise"
"580","ENSMUSG00000052435","Anaerotruncus",0.71,0.92,0.070945771067039,"CCAAT/enhancer binding protein (C/EBP), epsilon","turquoise"
"581","ENSMUSG00000052512","f.Christensenellaceae",0.72,0.94,0.0899996920141759,"neuron navigator 2","turquoise"
"582","ENSMUSG00000052684","f.Rikenellaceae",0.78,0.86,0.0629319804454688,"jun proto-oncogene","turquoise"
"583","ENSMUSG00000052684","Anaerotruncus",0.85,0.92,-0.104176764326688,"jun proto-oncogene","turquoise"
"584","ENSMUSG00000052825","Butyricimonas",0.75,0.89,-0.145791050669597,NA,"turquoise"
"585","ENSMUSG00000052889","Anaerotruncus",0.77,0.96,0.105262431522161,"protein kinase C, beta","green"
"586","ENSMUSG00000052920","Alistipes",0.71,0.85,-0.159813745393902,"protein kinase, cGMP-dependent, type I","brown"
"587","ENSMUSG00000053168","Dorea",0.79,0.8,0.0754733905514037,"lymphocyte antigen 6 complex pseudogene","brown"
"588","ENSMUSG00000053198","Anaerofustis",0.83,0.97,0.190108729308276,"periaxin","blue"
"589","ENSMUSG00000053303","Dorea",0.92,0.79,0.100958441642443,"solute carrier family 22 (organic cation transporter), member 26","blue"
"590","ENSMUSG00000053303","f.Lachnospiraceae",0.74,0.84,-0.103541229249007,"solute carrier family 22 (organic cation transporter), member 26","blue"
"591","ENSMUSG00000053318","rc4-4",0.7,0.87,0.0602031524175621,"SLAM family member 8","salmon"
"592","ENSMUSG00000053604","Anaerotruncus",0.73,0.94,-0.0686354439514972,"ribose 5-phosphate isomerase A","red"
"593","ENSMUSG00000053693","Paraprevotella",0.72,0.84,-0.0944770513083842,"microtubule associated serine/threonine kinase 1","magenta"
"594","ENSMUSG00000053965","Anaerotruncus",0.82,0.96,0.11889730899559,"phosphodiesterase 5A, cGMP-specific","blue"
"595","ENSMUSG00000054000","Alistipes",0.75,0.93,0.135205746305716,"tumor suppressor candidate 1","turquoise"
"596","ENSMUSG00000054000","Ruminococcus",0.7,0.83,-0.171538747485119,"tumor suppressor candidate 1","turquoise"
"597","ENSMUSG00000054074","Alistipes",0.92,0.95,-0.306731433248892,"SKI/DACH domain containing 1","turquoise"
"598","ENSMUSG00000054074","Lactococcus",0.85,0.93,0.512578735434163,"SKI/DACH domain containing 1","turquoise"
"599","ENSMUSG00000054277","Anaerotruncus",0.82,0.92,-0.0779432983846828,"ADP-ribosylation factor GTPase activating protein 3","yellow"
"600","ENSMUSG00000054400","f.Rikenellaceae",0.85,0.89,-0.115787645543363,"chemokine-like factor","turquoise"
"601","ENSMUSG00000054452","Alistipes",0.72,0.9,0.0848634361637812,"TLE family member 5, transcriptional modulator","turquoise"
"602","ENSMUSG00000054555","f.Erysipelotrichaceae",0.86,0.85,-0.121881598718058,"a disintegrin and metallopeptidase domain 12 (meltrin alpha)","blue"
"603","ENSMUSG00000054555","Anaerotruncus",0.88,0.99,0.187865955003581,"a disintegrin and metallopeptidase domain 12 (meltrin alpha)","blue"
"604","ENSMUSG00000054555","Blautia",0.75,0.88,-0.162705583077057,"a disintegrin and metallopeptidase domain 12 (meltrin alpha)","blue"
"605","ENSMUSG00000054702","Alistipes",0.73,0.91,-0.120857407277178,"adaptor-related protein complex AP-1, sigma 3","blue"
"606","ENSMUSG00000054752","Parabacteroides",0.71,0.76,0.148281911539781,"fibronectin type III and SPRY domain containing 1-like","turquoise"
"607","ENSMUSG00000054752","Butyricimonas",0.72,0.8,-0.0754077398862797,"fibronectin type III and SPRY domain containing 1-like","turquoise"
"608","ENSMUSG00000054752","f.Christensenellaceae",0.76,0.85,-0.124348269631983,"fibronectin type III and SPRY domain containing 1-like","turquoise"
"609","ENSMUSG00000054752","Coprobacillus",0.77,0.9,0.123333773323279,"fibronectin type III and SPRY domain containing 1-like","turquoise"
"610","ENSMUSG00000055254","Anaerotruncus",0.71,0.91,0.0640711836737799,"neurotrophic tyrosine kinase, receptor, type 2","brown"
"611","ENSMUSG00000055494","f.Rikenellaceae",0.7,0.87,0.0808490979480393,NA,"blue"
"612","ENSMUSG00000056035","Dorea",0.76,0.76,0.0846431681693833,"cytochrome P450, family 3, subfamily a, polypeptide 11","blue"
"613","ENSMUSG00000056145","rc4-4",0.76,0.72,0.0610652380947621,"expressed sequence AI504432","salmon"
"614","ENSMUSG00000056174","f.Christensenellaceae",0.73,0.88,-0.087120934837482,"collagen, type VIII, alpha 2","purple"
"615","ENSMUSG00000056267","f.Rikenellaceae",0.88,0.93,-0.0711362662393563,"centrosomal protein 70","tan"
"616","ENSMUSG00000056267","Anaerotruncus",0.71,0.92,0.065775995016679,"centrosomal protein 70","tan"
"617","ENSMUSG00000056290","Bacteroides",0.81,0.76,0.0839113621251815,"membrane-spanning 4-domains, subfamily A, member 4B","green"
"618","ENSMUSG00000056290","[Eubacterium]",0.77,0.84,0.0898773683789111,"membrane-spanning 4-domains, subfamily A, member 4B","green"
"619","ENSMUSG00000056367","Anaerotruncus",0.8,0.87,0.073704199472353,"ARP3 actin-related protein 3B","brown"
"620","ENSMUSG00000056718","f.Rikenellaceae",0.75,0.9,-0.102442814186879,NA,"brown"
"621","ENSMUSG00000056718","Coprobacillus",0.71,0.91,-0.191580198821763,NA,"brown"
"622","ENSMUSG00000056753","Butyricimonas",0.9,0.96,0.173123403703642,NA,"blue"
"623","ENSMUSG00000056753","Dorea",0.85,0.8,-0.117770470568775,NA,"blue"
"624","ENSMUSG00000056870","Anaerotruncus",0.76,0.95,0.0600160760143844,"GULP, engulfment adaptor PTB domain containing 1","brown"
"625","ENSMUSG00000056978","Dorea",0.75,0.83,0.0946479540215566,"hepcidin antimicrobial peptide 2","brown"
"626","ENSMUSG00000057132","Anaerotruncus",0.77,0.95,0.122060316208328,"retinitis pigmentosa GTPase regulator interacting protein 1","blue"
"627","ENSMUSG00000057135","rc4-4",0.72,0.76,0.0517722589684328,"SLP adaptor and CSK interacting membrane protein","green"
"628","ENSMUSG00000057135","[Eubacterium]",0.84,0.9,0.0970548361977131,"SLP adaptor and CSK interacting membrane protein","green"
"629","ENSMUSG00000057604","Anaerofustis",0.75,0.93,0.133707258231566,"LIM and cysteine-rich domains 1","turquoise"
"630","ENSMUSG00000057863","Alistipes",0.79,0.93,0.162826050334524,"ribosomal protein L36","turquoise"
"631","ENSMUSG00000057897","Bacteroides",0.77,0.79,-0.072196312359609,"calcium/calmodulin-dependent protein kinase II, beta","yellow"
"632","ENSMUSG00000057897","Anaerotruncus",0.93,0.97,0.0991400872146202,"calcium/calmodulin-dependent protein kinase II, beta","yellow"
"633","ENSMUSG00000057933","f.Christensenellaceae",0.79,0.94,0.179948175607065,"glutathione S-transferase, alpha 2 (Yc2)","blue"
"634","ENSMUSG00000058258","Anaerotruncus",0.93,1,-0.119106232795429,"isopentenyl-diphosphate delta isomerase","blue"
"635","ENSMUSG00000058351","Butyricimonas",0.79,0.87,-0.141067476034889,"small integral membrane protein 4","turquoise"
"636","ENSMUSG00000058351","Alistipes",0.74,0.88,0.120217180563191,"small integral membrane protein 4","turquoise"
"637","ENSMUSG00000058351","f.Christensenellaceae",0.77,0.86,0.106076080080775,"small integral membrane protein 4","turquoise"
"638","ENSMUSG00000058351","[Eubacterium]",0.85,0.88,-0.138338553202348,"small integral membrane protein 4","turquoise"
"639","ENSMUSG00000058571","Anaerotruncus",0.75,0.94,0.099114327502604,"glypican 6","black"
"640","ENSMUSG00000058579","f.Christensenellaceae",0.84,0.94,-0.183183450328507,"chymotrypsin-like elastase family, member 2A","blue"
"641","ENSMUSG00000058672","Anaerotruncus",0.85,0.88,-0.0754098544502359,"tubulin, beta 2A class IIA","turquoise"
"642","ENSMUSG00000058709","Alistipes",0.7,0.91,0.116094548719356,"egl-9 family hypoxia-inducible factor 2","turquoise"
"643","ENSMUSG00000058833","Alistipes",0.87,0.96,0.177873529989628,"required for excision 1-B domain containing","turquoise"
"644","ENSMUSG00000058914","Anaerotruncus",0.71,0.88,0.0610980037869017,"C1q and tumor necrosis factor related protein 3","purple"
"645","ENSMUSG00000059136","Anaerotruncus",0.73,0.88,0.0576463734819352,"olfactory receptor 539","brown"
"646","ENSMUSG00000059743","Anaerotruncus",0.99,1,-0.153053544041819,"farnesyl diphosphate synthetase","blue"
"647","ENSMUSG00000059901","Paraprevotella",0.76,0.91,-0.0999510571004645,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 14","turquoise"
"648","ENSMUSG00000059901","f.Rikenellaceae",0.82,0.88,0.0956190865073022,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 14","turquoise"
"649","ENSMUSG00000060096","Butyricimonas",0.74,0.93,-0.0962529378393624,NA,"turquoise"
"650","ENSMUSG00000060166","[Eubacterium]",0.72,0.84,-0.0594816083652093,"zinc finger, DHHC domain containing 8","turquoise"
"651","ENSMUSG00000060376","[Eubacterium]",0.72,0.83,-0.0535713689987935,"branched chain ketoacid dehydrogenase E1, alpha polypeptide","turquoise"
"652","ENSMUSG00000060807","Dorea",0.7,0.69,0.0537373783079409,"serine (or cysteine) peptidase inhibitor, clade A, member 6","blue"
"653","ENSMUSG00000061186","Alistipes",0.72,0.85,-0.134005494946708,"Scm-like with four mbt domains 2","purple"
"654","ENSMUSG00000061286","Alistipes",0.83,0.96,0.152988904600237,"exosome component 5","turquoise"
"655","ENSMUSG00000061292","rc4-4",0.82,0.82,-0.0699930877626316,"cytochrome P450, family 3, subfamily a, polypeptide 59","yellow"
"656","ENSMUSG00000061292","Lactococcus",0.75,0.8,0.256034749183783,"cytochrome P450, family 3, subfamily a, polypeptide 59","yellow"
"657","ENSMUSG00000061292","Blautia",0.77,0.94,-0.148371819523247,"cytochrome P450, family 3, subfamily a, polypeptide 59","yellow"
"658","ENSMUSG00000061414","[Eubacterium]",0.75,0.73,0.0857498063771603,"calcium release activated channel regulator 2A","green"
"659","ENSMUSG00000061474","[Ruminococcus]",0.82,0.89,-0.0519641930465898,"mitochondrial ribosomal protein S36","turquoise"
"660","ENSMUSG00000061601","Anaerotruncus",0.86,0.98,0.0924171200439128,"piccolo (presynaptic cytomatrix protein)","blue"
"661","ENSMUSG00000061601","[Ruminococcus]",0.9,0.93,-0.0723425299677849,"piccolo (presynaptic cytomatrix protein)","blue"
"662","ENSMUSG00000061825","Anaerotruncus",0.79,0.88,0.0920826250852031,"carboxylesterase 2C","cyan"
"663","ENSMUSG00000061906","Anaerotruncus",0.83,0.93,0.0609810026578663,"UDP glucuronosyltransferase 2 family, polypeptide B38","brown"
"664","ENSMUSG00000062081","f.Rikenellaceae",0.79,0.9,0.0985477981249092,NA,"turquoise"
"665","ENSMUSG00000062170","Anaerotruncus",0.73,0.91,0.0817136053568567,"Fmr1 neighbor","brown"
"666","ENSMUSG00000062170","[Ruminococcus]",0.8,0.81,0.087941015810373,"Fmr1 neighbor","brown"
"667","ENSMUSG00000062510","Dorea",0.71,0.85,-0.100645450417128,"NSL1, MIS12 kinetochore complex component","green"
"668","ENSMUSG00000062563","Anaerofustis",0.77,0.97,0.201418434754088,"cystin 1","blue"
"669","ENSMUSG00000063087","Anaerotruncus",0.75,0.94,0.137695516071826,"predicted gene 10125","blue"
"670","ENSMUSG00000063146","Butyricimonas",0.79,0.93,-0.0894894124569685,"CAP-GLY domain containing linker protein 2","turquoise"
"671","ENSMUSG00000063439","Alistipes",0.71,0.87,0.127335174212187,"B9 protein domain 2","turquoise"
"672","ENSMUSG00000063458","f.Erysipelotrichaceae",0.78,0.93,0.11086193695823,"leucine rich melanocyte differentiation associated","turquoise"
"673","ENSMUSG00000063897","[Eubacterium]",0.73,0.85,-0.0508814742920477,"dehydrogenase/reductase (SDR family) X chromosome","turquoise"
"674","ENSMUSG00000064202","Anaerotruncus",0.7,0.86,-0.0490982620868439,"RIKEN cDNA 4430402I18 gene","blue"
"675","ENSMUSG00000064202","f.Lachnospiraceae",0.7,0.86,-0.134612158183753,"RIKEN cDNA 4430402I18 gene","blue"
"676","ENSMUSG00000064247","Anaerotruncus",0.71,0.83,-0.0427695185577137,"phosphatidylinositol-specific phospholipase C, X domain containing 1","brown"
